Country,Total cases,New cases,total deaths,New deaths,Total recovered,Active cases,Critical cases,Cases/1M pop
China,80894.0,13.0,3237.0,11.0,69614.0,8043.0,2622.0,56.0
Italy,35713.0,4207.0,2978.0,475.0,4025.0,28710.0,2257.0,591.0
Iran,17361.0,1192.0,1135.0,147.0,5710.0,10516.0,NaN,207.0
Spain,14746.0,2920.0,638.0,105.0,1081.0,13027.0,563.0,315.0
Germany,12327.0,2960.0,28.0,2.0,105.0,12194.0,2.0,147.0
France,9134.0,1404.0,264.0,89.0,602.0,8268.0,931.0,140.0
S. Korea,8413.0,93.0,84.0,3.0,1540.0,6789.0,59.0,164.0
USA,8020.0,1609.0,125.0,16.0,106.0,7789.0,12.0,24.0
Switzerland,3076.0,334.0,33.0,6.0,15.0,3028.0,NaN,355.0
UK,2626.0,676.0,104.0,33.0,65.0,2457.0,20.0,39.0
Netherlands,2051.0,346.0,58.0,15.0,2.0,1991.0,45.0,120.0
Austria,1646.0,314.0,4.0,NaN,9.0,1633.0,12.0,183.0
Norway,1577.0,106.0,6.0,3.0,1.0,1570.0,27.0,291.0
Belgium,1486.0,243.0,14.0,4.0,31.0,1441.0,33.0,128.0
Sweden,1292.0,96.0,10.0,2.0,15.0,1267.0,12.0,128.0
Denmark,1057.0,80.0,4.0,NaN,1.0,1052.0,24.0,182.0
Japan,899.0,21.0,29.0,NaN,144.0,726.0,41.0,7.0
Malaysia,790.0,117.0,2.0,NaN,60.0,728.0,15.0,24.0
Diamond Princess,712.0,NaN,7.0,NaN,456.0,249.0,14.0,NaN
Canada,648.0,50.0,9.0,1.0,12.0,627.0,1.0,17.0
Portugal,642.0,194.0,2.0,1.0,4.0,636.0,18.0,63.0
Australia,565.0,110.0,6.0,1.0,43.0,516.0,1.0,22.0
Czechia,522.0,88.0,NaN,NaN,3.0,519.0,5.0,49.0
Qatar,452.0,10.0,NaN,NaN,4.0,448.0,NaN,157.0
Israel,433.0,96.0,NaN,NaN,11.0,422.0,6.0,50.0
Greece,418.0,31.0,5.0,NaN,14.0,399.0,13.0,40.0
Brazil,393.0,47.0,3.0,2.0,2.0,388.0,18.0,2.0
Finland,359.0,37.0,NaN,NaN,10.0,349.0,2.0,65.0
Singapore,313.0,47.0,NaN,NaN,114.0,199.0,14.0,54.0
Pakistan,307.0,60.0,2.0,2.0,13.0,292.0,NaN,1.0
Ireland,292.0,NaN,2.0,NaN,5.0,285.0,6.0,59.0
Poland,287.0,49.0,5.0,NaN,1.0,281.0,3.0,8.0
Slovenia,286.0,11.0,1.0,NaN,NaN,285.0,4.0,138.0
Romania,260.0,43.0,NaN,NaN,19.0,241.0,5.0,14.0
Estonia,258.0,33.0,NaN,NaN,1.0,257.0,1.0,194.0
Bahrain,255.0,14.0,1.0,NaN,95.0,159.0,3.0,150.0
Iceland,250.0,3.0,NaN,NaN,5.0,245.0,1.0,733.0
Saudi Arabia,238.0,67.0,NaN,NaN,6.0,232.0,NaN,7.0
Chile,238.0,37.0,NaN,NaN,NaN,238.0,3.0,12.0
Indonesia,227.0,55.0,19.0,12.0,11.0,197.0,NaN,0.8
Thailand,212.0,35.0,1.0,NaN,41.0,170.0,1.0,3.0
Egypt,210.0,14.0,6.0,NaN,28.0,176.0,NaN,2.0
Luxembourg,203.0,63.0,2.0,1.0,NaN,201.0,1.0,324.0
Philippines,202.0,15.0,17.0,3.0,4.0,181.0,1.0,2.0
Hong Kong,181.0,13.0,4.0,NaN,92.0,85.0,4.0,24.0
India,168.0,25.0,3.0,NaN,14.0,151.0,NaN,0.1
Iraq,164.0,10.0,12.0,1.0,41.0,111.0,NaN,4.0
Ecuador,155.0,44.0,2.0,NaN,NaN,153.0,2.0,9.0
Russia,147.0,33.0,NaN,NaN,8.0,139.0,NaN,1.0
Peru,145.0,28.0,NaN,NaN,1.0,144.0,8.0,4.0
Kuwait,142.0,12.0,NaN,NaN,15.0,127.0,4.0,33.0
Lebanon,133.0,9.0,4.0,NaN,4.0,125.0,3.0,19.0
San Marino,119.0,NaN,11.0,NaN,4.0,104.0,11.0,3507.0
South Africa,116.0,31.0,NaN,NaN,NaN,116.0,NaN,2.0
UAE,113.0,NaN,NaN,NaN,26.0,87.0,2.0,11.0
Armenia,110.0,32.0,NaN,NaN,1.0,109.0,2.0,37.0
Slovakia,105.0,8.0,NaN,NaN,NaN,105.0,2.0,19.0
Taiwan,100.0,23.0,1.0,NaN,20.0,79.0,NaN,4.0
Turkey,98.0,NaN,1.0,NaN,NaN,97.0,NaN,1.0
Mexico,93.0,11.0,NaN,NaN,4.0,89.0,1.0,0.7
Colombia,93.0,28.0,NaN,NaN,1.0,92.0,NaN,2.0
Bulgaria,92.0,11.0,2.0,NaN,NaN,90.0,NaN,13.0
Serbia,89.0,17.0,NaN,NaN,1.0,88.0,4.0,10.0
Croatia,87.0,18.0,NaN,NaN,5.0,82.0,NaN,21.0
Panama,86.0,17.0,1.0,NaN,NaN,85.0,7.0,20.0
Argentina,79.0,NaN,2.0,NaN,3.0,74.0,1.0,2.0
Vietnam,76.0,10.0,NaN,NaN,16.0,60.0,NaN,0.8
Algeria,75.0,14.0,7.0,2.0,32.0,36.0,NaN,2.0
Latvia,71.0,11.0,NaN,NaN,1.0,70.0,NaN,38.0
Costa Rica,69.0,19.0,NaN,NaN,NaN,69.0,3.0,14.0
Brunei,68.0,12.0,NaN,NaN,NaN,68.0,2.0,155.0
Albania,59.0,4.0,2.0,1.0,NaN,57.0,2.0,21.0
Hungary,58.0,8.0,1.0,NaN,2.0,55.0,4.0,6.0
Cyprus,58.0,9.0,NaN,NaN,NaN,58.0,1.0,48.0
Faeroe Islands,58.0,11.0,NaN,NaN,1.0,57.0,NaN,1187.0
Jordan,56.0,8.0,NaN,NaN,1.0,55.0,NaN,5.0
Morocco,54.0,10.0,2.0,NaN,1.0,51.0,1.0,1.0
Belarus,51.0,15.0,NaN,NaN,5.0,46.0,NaN,5.0
Sri Lanka,51.0,7.0,NaN,NaN,3.0,48.0,NaN,2.0
Uruguay,50.0,NaN,NaN,NaN,NaN,50.0,NaN,14.0
Malta,48.0,10.0,NaN,NaN,2.0,46.0,NaN,109.0
Palestine,44.0,NaN,NaN,NaN,NaN,44.0,NaN,9.0
Andorra,39.0,NaN,NaN,NaN,1.0,38.0,NaN,505.0
Oman,39.0,6.0,NaN,NaN,13.0,26.0,NaN,8.0
Bosnia and Herzegovina,39.0,5.0,NaN,NaN,2.0,37.0,NaN,12.0
Georgia,38.0,4.0,NaN,NaN,1.0,37.0,1.0,10.0
Cambodia,37.0,4.0,NaN,NaN,1.0,36.0,NaN,2.0
Moldova,36.0,6.0,1.0,1.0,1.0,34.0,2.0,9.0
Senegal,36.0,9.0,NaN,NaN,2.0,34.0,NaN,2.0
Kazakhstan,36.0,3.0,NaN,NaN,NaN,36.0,NaN,2.0
Venezuela,36.0,3.0,NaN,NaN,NaN,36.0,NaN,1.0
North Macedonia,35.0,4.0,NaN,NaN,1.0,34.0,1.0,17.0
Azerbaijan,34.0,NaN,1.0,NaN,6.0,27.0,NaN,3.0
Lithuania,33.0,7.0,NaN,NaN,1.0,32.0,1.0,12.0
Tunisia,29.0,2.0,NaN,NaN,1.0,28.0,2.0,2.0
Liechtenstein,28.0,9.0,NaN,NaN,NaN,28.0,NaN,734.0
Guadeloupe,27.0,9.0,NaN,NaN,NaN,27.0,NaN,67.0
Martinique,23.0,8.0,1.0,NaN,NaN,22.0,NaN,61.0
Afghanistan,22.0,NaN,NaN,NaN,1.0,21.0,NaN,0.6
Dominican Republic,21.0,NaN,1.0,NaN,NaN,20.0,NaN,2.0
Burkina Faso,20.0,5.0,1.0,1.0,NaN,19.0,NaN,1.0
New Zealand,20.0,NaN,NaN,NaN,NaN,20.0,NaN,4.0
Uzbekistan,18.0,7.0,NaN,NaN,NaN,18.0,NaN,0.5
Macao,17.0,4.0,NaN,NaN,10.0,7.0,NaN,26.0
Ukraine,14.0,NaN,2.0,NaN,NaN,12.0,NaN,0.3
Bangladesh,14.0,4.0,1.0,1.0,3.0,10.0,NaN,0.09
Cameroon,13.0,3.0,NaN,NaN,NaN,13.0,NaN,0.5
Jamaica,13.0,NaN,NaN,NaN,2.0,11.0,NaN,4.0
Maldives,13.0,NaN,NaN,NaN,NaN,13.0,NaN,24.0
Bolivia,12.0,NaN,NaN,NaN,NaN,12.0,NaN,1.0
Réunion,12.0,3.0,NaN,NaN,NaN,12.0,NaN,13.0
French Guiana,11.0,NaN,NaN,NaN,NaN,11.0,NaN,37.0
Paraguay,11.0,2.0,NaN,NaN,NaN,11.0,1.0,2.0
Rwanda,11.0,4.0,NaN,NaN,NaN,11.0,NaN,0.8
Cuba,10.0,3.0,NaN,NaN,NaN,10.0,NaN,0.9
Monaco,9.0,NaN,NaN,NaN,NaN,9.0,NaN,229.0
Ivory Coast,9.0,5.0,NaN,NaN,1.0,8.0,NaN,0.3
Honduras,9.0,1.0,NaN,NaN,NaN,9.0,NaN,0.9
Guatemala,8.0,NaN,1.0,NaN,NaN,7.0,NaN,0.4
Nigeria,8.0,5.0,NaN,NaN,1.0,7.0,NaN,0.04
Gibraltar,8.0,5.0,NaN,NaN,2.0,6.0,NaN,237.0
Guam,8.0,3.0,NaN,NaN,NaN,8.0,NaN,47.0
Montenegro,8.0,6.0,NaN,NaN,NaN,8.0,NaN,13.0
Channel Islands,7.0,1.0,NaN,NaN,NaN,7.0,NaN,40.0
DRC,7.0,4.0,NaN,NaN,NaN,7.0,NaN,0.08
Ghana,7.0,NaN,NaN,NaN,NaN,7.0,NaN,0.2
Kenya,7.0,3.0,NaN,NaN,NaN,7.0,NaN,0.1
Trinidad and Tobago,7.0,2.0,NaN,NaN,NaN,7.0,NaN,5.0
Ethiopia,6.0,NaN,NaN,NaN,NaN,6.0,NaN,0.05
Mongolia,6.0,1.0,NaN,NaN,NaN,6.0,NaN,2.0
Seychelles,6.0,2.0,NaN,NaN,NaN,6.0,NaN,61.0
Puerto Rico,5.0,NaN,NaN,NaN,NaN,5.0,NaN,2.0
Guyana,4.0,NaN,1.0,NaN,NaN,3.0,NaN,5.0
Aruba,4.0,1.0,NaN,NaN,NaN,4.0,NaN,37.0
Equatorial Guinea,4.0,3.0,NaN,NaN,NaN,4.0,NaN,3.0
Curaçao,3.0,NaN,NaN,NaN,NaN,3.0,NaN,18.0
French Polynesia,3.0,NaN,NaN,NaN,NaN,3.0,NaN,11.0
Gabon,3.0,NaN,NaN,NaN,NaN,3.0,NaN,1.0
Kyrgyzstan,3.0,3.0,NaN,NaN,NaN,3.0,NaN,0.5
Mauritius,3.0,3.0,NaN,NaN,NaN,3.0,NaN,2.0
Mayotte,3.0,NaN,NaN,NaN,NaN,3.0,NaN,11.0
St. Barth,3.0,NaN,NaN,NaN,NaN,3.0,NaN,304.0
Saint Martin,3.0,1.0,NaN,NaN,NaN,3.0,NaN,78.0
Tanzania,3.0,2.0,NaN,NaN,NaN,3.0,NaN,0.05
Sudan,2.0,1.0,1.0,NaN,NaN,1.0,NaN,0.05
Barbados,2.0,NaN,NaN,NaN,NaN,2.0,NaN,7.0
Benin,2.0,1.0,NaN,NaN,NaN,2.0,NaN,0.2
Greenland,2.0,1.0,NaN,NaN,NaN,2.0,NaN,35.0
Liberia,2.0,NaN,NaN,NaN,NaN,2.0,NaN,0.4
Mauritania,2.0,1.0,NaN,NaN,NaN,2.0,NaN,0.4
Namibia,2.0,NaN,NaN,NaN,NaN,2.0,NaN,0.8
New Caledonia,2.0,2.0,NaN,NaN,NaN,2.0,NaN,7.0
Saint Lucia,2.0,NaN,NaN,NaN,NaN,2.0,NaN,11.0
U.S. Virgin Islands,2.0,NaN,NaN,NaN,NaN,2.0,NaN,19.0
Zambia,2.0,2.0,NaN,NaN,NaN,2.0,NaN,0.1
Cayman Islands,1.0,NaN,1.0,NaN,NaN,0.0,NaN,15.0
Nepal,1.0,NaN,NaN,NaN,1.0,0.0,NaN,0.03
Antigua and Barbuda,1.0,NaN,NaN,NaN,NaN,1.0,NaN,10.0
Bahamas,1.0,NaN,NaN,NaN,NaN,1.0,NaN,3.0
Bhutan,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1.0
CAR,1.0,NaN,NaN,NaN,NaN,1.0,NaN,0.2
Congo,1.0,NaN,NaN,NaN,NaN,1.0,NaN,0.2
Djibouti,1.0,1.0,NaN,NaN,NaN,1.0,NaN,1.0
Gambia,1.0,NaN,NaN,NaN,NaN,1.0,NaN,0.4
Guinea,1.0,NaN,NaN,NaN,NaN,1.0,NaN,0.08
Vatican City,1.0,NaN,NaN,NaN,NaN,1.0,NaN,1248.0
Montserrat,1.0,1.0,NaN,NaN,NaN,1.0,NaN,200.0
St. Vincent Grenadines,1.0,NaN,NaN,NaN,NaN,1.0,NaN,9.0
Sint Maarten,1.0,1.0,NaN,NaN,NaN,1.0,NaN,23.0
Somalia,1.0,NaN,NaN,NaN,NaN,1.0,NaN,0.06
Suriname,1.0,NaN,NaN,NaN,NaN,1.0,NaN,2.0
Eswatini,1.0,NaN,NaN,NaN,NaN,1.0,NaN,0.9
Togo,1.0,NaN,NaN,NaN,NaN,1.0,NaN,0.1
